,sentence1,sentence2,label
15842,新桑塔纳和捷达哪个好,新桑塔纳捷达哪个好,1
15843,唱歌软件用什么好,什么软件可以唱歌给大家听的,0
15844,网页游戏玩时占很多空间吗？,网页游戏是不是很占带宽,0
15845,太任性是什么意思,任性的任是什么意思,0
15846,描绘“几处早莺争暖树，谁家新燕啄春泥”所展现的画面,“几处早莺争暖树.谁家新燕啄春泥”出自哪首诗,0
15847,英雄联盟怎么看战斗力,英雄联盟怎么上战斗力,0
15848,货到付款能在淘宝上买刀嘛。,淘宝里有货到付款的吗,0
15849,水肿吃什么好,吃什么去水肿,1
15850,平添四海三江水！猜生肖,平添四海三江水【猜生肖】,1
15851,这是什么动漫的,这是什么动漫,1
15852,神武什么职业好玩。新手,神武新手玩什么职业好,1
15853,李宇春现在有唱片公司签约她吗？,当唱片公司的签约说唱歌手要唱功吗？,0
15854,烟台古岘属于哪个区,烟台时代广场属于哪个区,0
15855,制作短片用什么软件了?,有什么比较好的视频短片制作软件,1
15856,找一部玄幻小说,求一部玄幻小说名,1
15857,微博话题怎样取消赞,怎么取消微博话题赞,1
15858,英语培训学校哪个好,哪个英语培训学校好,1
15859,今天生肖是什么冲什么?,今天是什么生肖冲什么生肖,1
15860,关于高尚的手抄报的图,有关高尚的手抄报,1
15861,扇贝柱怎么吃,扇贝肉怎么做,0
15862,怎么快速瘦身,如何能快速瘦身？,1
15863,彩礼问题啊。,关于退彩礼的问题,1
15864,怎么样才能发烧,怎么让自己发烧啊？,1
15865,亚洲十帅怎样投票,怎样才可以给亚洲十帅投票呢？,1
15866,逆战怎么刷枪,逆战怎么刷枪啊,1
15867,晚上吃什么可以减肥,晚上喝什么茶减肥,0
15868,有什么电影比较悲伤？,有什么好看的悲伤电影,0
15869,自然堂面膜怎么样？,自然堂面膜怎么样,1
15870,支付宝密码忘了怎么办？,时空猎人中密码忘了怎么办,0
15871,赛尔号塔奇拉顿怎么打,赛尔号塔奇拉顿怎么打？,1
15872,谁有鬼吹灯之抚仙毒蛊,谁有鬼吹灯之抚仙毒蛊？,1
15873,剑灵雪花在哪刷快,剑灵哪刷雪花快,1
15874,这是什么舞蹈？,这是什么舞的舞蹈鞋？,0
15875,南京大学社会学考研338分能调剂哪些学校呢,哪些学校可以考研，考社会学研究生,0
15876,官方版时空猎人怎么改密码,时空猎人官方版怎么改密码？,1
15877,胃胀该吃什么药？,胃胀吃什么好,1
15878,什么地方好玩,有什么好玩的地方,1
15879,送给男生生日礼物送什么好？,送给男生什么生日礼物好,1
15880,帅哥如何变丑男,丑男怎么变帅哥？,0
15881,用小米抢购王没有预约小米路由器怎么也有,进入小米官网怎么只有路由器在卖没有手机呢？,0
15882,谁有圣安地列斯的通关存档,谁有圣安地列斯通关存档,1
15883,这是什么标志【有图】,这是什么车的标志,1
15884,这是什么动漫啊在线等,这是什么动漫在线等…,1
15885,这个季节去哪旅游好,这个季节去那里旅游好？,1
15886,巴西人说什么语言,巴西人将的是什么语言！,1
15887,请问您是使用了花呗还款吗，亲,您好，请问您的花呗是被盗用了还是被骗了呢？,0
15888,脚板宽怎么治,鸭脚板汤怎么做,0
15889,安利是传销吗？,这些是怀孕的反应吗？,0
15890,向政府打报告怎么写,政府报告怎么写？,1
15891,圆锥的侧面积计算公式,圆锥底面积计算公式,0
15892,我是什么脸型的？适合中分吗？,我这样的脸型适合中分吗？,1
15893,藏獒为什么不咬人,藏獒见人不咬为什么,1
15894,求好看的完结小说,求好看的小说！要完结的！,1
15895,微信号码怎么查,微信号码怎么找,1
15896,如何看懂汽车电路图,汽车电路图如何看,1
15897,哪些食物是显碱性的,碱性肉食物有哪些,1
15898,英文作文怎么写,这个英文作文怎么写,1
15899,恩。这个操作上传下等待下审核,辛苦您耐心等待，对应工作人员1个工作日处理的,0
15900,狗狗可以吃苹果么？,狗狗可以吃苹果或梨吗,1
15901,我的世界房子图片,我的世界怎么建房子图片,1
15902,若你不离，此生不弃,若你不弃，此生不离！,1
15903,如何调教老婆,怎样调教自己的老婆,1
15904,僵尸农场如何刷脑子,僵尸农场怎么买脑子,1
15905,思念为什么如此痛苦？,为什么思念是一种痛苦,1
15906,你若晴天，便是安好。什么意思？,你若安好、便是晴天什么意思、、,1
15907,天猫和淘宝有什么区别？哪个好？,淘宝彩票和网易彩票哪个好为什么,0
15908,车联万家网站做汽车保养怎样？,做汽车网站代理如何,0
15909,有什么方法可以祛雀斑,有什么简单的方法去雀斑,1
15910,女生腿毛怎么去除,女生有腿毛怎么去除,1
15911,世界上真的有神仙吗？,世界上真的有神仙么？,1
15912,怎么取消会员跟蓝钻还有紫钻,怎样取消唱吧会员？,0
15913,民可以组的什么四字词,自什么自什么的四字词,0
15914,梦见和死人说话又哭了,梦见与死人说话,1
15915,如何让别人看到我的微店,微店怎么才能被别人看到？,1
15916,我宣你什么意思,戳你妹什么意思,0
15917,帮忙看下这是什么字体？,帮忙看下是什么字体,1
15918,什么牌子牙膏好用？,什么牌子的牙膏好用？,1
15919,多么痛的领悟！,多么痛的领悟,1
15920,奔跑吧兄弟电影完整版,奔跑把兄弟大电影完整版,1
15921,手机看小说的网站,手机看小说的网站~,1
15922,女鞋品牌有哪些？,电动车的品牌有多少个了,0
15923,工程机械液压行走系统国内外发展状况,西安修理工程机械液压系统,0
15924,杭州哪里好玩,杭州哪里最好玩,1
15925,毕业送老师什么礼物?,毕业后送老师什么礼物最好,0
15926,高个子女生适合什么样的发型,高个子女生适合什么样发型,1
15927,求《我们结婚了》全集,咱们结婚吧，有全集吗？,1
15928,淘宝话费充值代理如何做,怎样开淘宝店或者怎样做代理,0
15929,手机屏贴膜有必要吗？,手机有必要贴膜吗？,1
15930,苏州哪里有洋妞,杨汊湖附近哪里有联通营业厅？,0
15931,什么电视剧好看又搞笑,有什么好看的电视剧搞笑的,1
15932,赣州哪里,赣州哪里有鸡,1
15933,河北省商贸学校附近旅馆,河北省商贸学校附近的旅馆,1
15934,求若水琉璃的全部小说的番外。,求若水琉璃的小说！,1
15935,杭州学生公交卡,石家庄在哪儿退公交卡？,0
15936,吃什么减肥药不反弹，而且效果好,"有没有什么减肥药,吃了不反弹,效果好又便宜的",1
15937,怎样免费建立个人网站？,怎么免费建立个人网站,1
15938,上海现在天气怎样？,上海现在冷吗。天气怎么样。,0
15939,有没有好玩的小游戏,有没有一些好玩的小游戏,1
15940,使用谷歌试试呢,但是还是建议您用谷歌的真的很稳定,0
15941,怎么知道自己是什么样性格的人,想知道自己的性格,1
15942,请你吃麻辣烫是什么意思,陪吃麻辣烫什么意思,1
15943,萌萌哒是什么意思,萌萌说的什么意思？,0
15944,梦见家里来贼了,梦见家里有死人,0
15945,有什么可以在网上做兼职的,网上兼职做什么好,1
15946,把下列词语补充完整。怎么做,请将下列的句子补充完整。,0
15947,香蕉跟牛奶能一起吃吗？,牛奶能和香蕉一起吃吗？,1
15948,吉林工程技术师范学院新生军训几号结束,吉林工程技术师范学院美术类,0
15949,怎么批量下载歌曲,如何批量下载歌曲？,1
15950,怎么洗澡更干净,洗澡怎么洗最干净,1
15951,世界上最有名的歌,世界上最可爱的小动物有哪些？,0
15952,什么美图软件好,美图软件都有什么,0
15953,如何删除淘宝评价,怎样在淘宝上删除评价,1
15954,牛头马面指的什么动物,牛头马面！是什么动物,1
15955,在公园里我是什么,什么的公园,0
15956,犹豫是什么意思？,犹豫是什么意思,1
15957,四个字的霸气网名,带一个涛字超拽超霸气的网名,0
15958,中南大学怎么样呢？,中南大学怎么样？,1
15959,这部漫画的名字是什么啊？求,求这部漫画的名字，谢谢！,1
15960,福州装修公司哪家好,在福州哪家装修公司好？,1
15961,天涯什么意思,天涯中的涯是什么意思,0
15962,是长发好看还是短发好看,短发的时候好看还是长发好看呢？,1
15963,手机定位下载什么软件,手机定位须下载什么软件,1
15964,鼻烟怎么吸,鼻烟怎么看？,0
15965,您的退款是成功了吗,亲的还款是成功的。,0
15966,百度账号怎么改密码？,手机版百度云这么上传视频,0
15967,找人软件多是假的吧,有什么软件可以找人,0
15968,时空猎人去哪里兑换宝石,时空猎人在哪里兑换宝石,1
15969,宝宝肠胃不好怎么调理,宝宝肠胃不好怎么调理？,1
15970,怎么可以瘦脸，瘦肚子,怎么样，才能瘦肚子，瘦脸,1
15971,这篇短文是按什么顺序写的？,这篇短文是按照什么顺序来写的？,1
15972,找类似的照片,有没有色的小说,0
15973,洛克王国水系之王是,洛克王国水系之王,1
15974,在百度里怎么加好友？,百度云怎么加好友？,1
15975,地理坐标怎样说,如何找地理坐标,0
15976,如何在百度知道提问,百度知道怎么提问,1
15977,不是余额宝的余额哦,转入余额宝的资金需要确认份额后才有收益的。,0
15978,求末世丧尸类小说,求末世丧尸类的小说,1
15979,小苹果这首歌怎样,怎样载小苹果这首歌,0
15980,求个天龙八部免费脚本,天龙八部免费脚本,1
15981,迁安的狗市在哪,迁安在哪呢,0
15982,请问这位美女叫什么名字,请问这位美女的名字？,1
15983,描写日、月的诗句,描写雪的诗句有哪些,0
15984,这是什么品牌？,这是什么品牌啊？,1
15985,怎样可以去除青春痘？,如何去除青春痘印？,1
15986,全民飞机大战怎么在电脑上玩,电脑怎么玩全民飞机大战,1
15987,吃虾后能吃柚子吗,吃柚子去火吗,0
15988,反恐精英。大家猜,反恐精英卖号,0
15989,熬中药方法！急！,减肥吧减肥吧,0
15990,您好，操作重置密码是无法操作修改成之前的密码的,亲找回密码，修改手机号之后操作哦,0
15991,魔域怎么下载,怎样下载魔域会快,0
15992,吃酱油会使伤口变黑吗？,有伤口吃酱油会变黑吗,1
15993,请问这个兔子表情叫什么名字？,请问这个兔子表情叫什么名字,1
15994,支付宝2015年度账单怎么看壕友,支付宝2014年度对账单怎么看,0
15995,短额头适合什么刘海,额头很宽很高适合什么刘海啊,0
15996,请问您是操作的什么业务的付款的？您是使用的什么方式进行付款的？,您是在什么网站找到对方的？、用什么方式交谈的【qq或者旺旺】？,0
15997,为什么淘宝上货到付款会有这样？,淘宝号，上不去了怎么回事？,0
15998,同桌的你能去哪里下载？,在哪下载同桌的你,1
15999,哪些网站有卖正品运动鞋,买正品运动鞋那个网站好,1
16000,巴西讲什么语言？,巴西的语言是什么语？,1
16001,您拍摄原件或者扫描原件都可以的,您可以使用手机或者相机拍摄清晰的证件进行上传，辛苦您了。,0
16002,描写色彩的词语,描写色彩的词语如：半紫半黄,1
16003,一无所有的反义词是什么？,一无所有的反义词是什么,1
16004,摘草莓去哪里,哪里有卖草莓苗的,0
16005,佳通轮胎怎么样？,佳通轮胎怎么样,1
16006,天天酷跑为什么上不去,天天飞车能在电脑上玩吗,0
16007,小说作者烽火戏诸侯的资料？,烽火戏诸侯的小说,0
16008,富二代，什么意思？,煤二代是什么意思？,0
16009,什么样的婴儿床好,买什么样的婴儿床好？,1
16010,谁知道免费看电影网站,谁有可以免费下电影的好网站,0
16011,您目前需要购物的商品是支持使用花呗的吗？,请问您使用的商家是支持花呗支付的吗？,0
16012,夏天喝什么茶对身体好？,夏天喝什么粥对身体好？,0
16013,样本容量可以加单位么,样本容量要带单位吗,1
16014,吃什么蔬菜去火,蔬菜吃什么好？,0
16015,上传您本人的身份证信息，麻烦您了,辛苦您提供新二代身份证+户口本带有曾用名页面，辛苦您了。,0
16016,有没有比较好的中学生学习网站？,有没有比较好的理财方法？现在通胀太严重！,0
16017,怎么可以查到开房信息？,身份证号码和名字要去哪里改,0
16018,求这妹子是哪部动漫的,这妹子是谁，应该是哪部动漫里的吧，求动漫名,1
16019,测试你在古代叫什么名字，很好听的哦,看谁的古代名字最好听（测试）,0
16020,阿里巴巴怎样开店,怎样在阿里巴巴开店,1
16021,诛仙半成品天琊,诛仙天琊附件,0
16022,苏州华硕电子厂怎么样,苏州华硕电子厂怎么样？,1
16023,求《百日蔷薇》的全部漫画！,求《百日蔷薇》漫画全集！,1
16024,此时无声胜有声的上一句是什么？,此时无声胜有声，上一句是什么？,1
16025,现在有什么职业最赚钱？,现在什么职业最赚钱？,1
16026,当我想你的时候你会想我吗？,你说你会爱上我吗？,0
16027,化妆品哪里进货？,化妆品哪里进货,1
16028,谁做我的姐姐啊？,我的世界做么做指令台啊,0
16029,如何用哑铃练胸肌,哑铃怎么练胸肌,1
16030,一天中哪个时候是最好的补钙时间,当无聊时候看什么书最好？,0
16031,手机上可以玩英雄联盟吗,英雄联盟可以用手机玩吗,1
16032,哪些食物降血压,哪些食物会降血压,1
16033,怎样给照片换背景,怎么把照片换背景？,1
16034,腾讯微博怎么改名,腾讯微博怎么关闭,0
16035,小米三怎么截屏,小米怎么截屏,1
16036,如何能快速瘦身,怎样能快速瘦身,1
16037,这件衣服的颜色是什么？有图！,这件衣服配什么颜色好？头好痛,0
16038,我的舌头怎么发白,舌头发白怎么治吃什么药,0
16039,怎样能做好微商,怎样能把微商做好,1
16040,土生土长猜一生肖是什么？,土生土长的是什么生肖,1
16041,妩媚的意思是什么？,妩媚什么意思啊,1
16042,怎样自己下载手机视频谢了,怎样下载视频到手机上,1
16043,两面三刀是什么生肖,两面三刀是指什么生肖,1
16044,当明星就得一定要学习好吗？,当明星好吗/?{我不想放弃}可是现实又.,0
16045,求原图不要英文！,求原图不要英文,1
16046,微信号可以修改吗？怎么改,怎么修改自己的微信号,1
16047,什么外国电影比较好看？,有什么比较好看的外国电影、？,1
16048,怎么对付不还钱的人,怎么对付蜢子？,0
16049,怎样通过手机号码定位,想定位手机号码怎么定？,1
16050,我的电脑能玩看门狗么,我的电脑配置能玩看门狗吗,1
16051,什么歌好听？,什么歌好听,1
16052,初中物理计算题、,初中物理计算题…,1
16053,支付宝转账跨行跨省要手续费吗,支付宝转账跨行不跨省收手续费吗,0
16054,这件衣服是什么牌子？,这件衣服是什么牌子。在哪里买,1
16055,十二生肖什么动物是小巧玲珑,小巧玲珑是十二生肖里的什么动物,1
16056,就是您截图的那的页面的哦亲,就是您截图给我的页面上,1
16057,一直是这样的。,是一直这样的。,1
16058,厦门好的家政公司,厦门家政公司哪个好,1
16059,您可以再试一下吗,可以的，您可以尝试激活一下就可以了,0
16060,肚子上的赘肉怎么减,怎样减肚子和腰上的赘肉,1
16061,二手手机西安哪里有卖？,西安哪里有卖二手手机的,1
16062,怎么能上传动态的头像,qq怎么上传动态头像,1
16063,女人喝绿茶有什么好处及坏处?,喝绿茶对女人有什么坏处,1
16064,请各位推荐一些好看的长篇恐怖小说,有哪些好看的双性人小说？请推荐下,0
16065,您好，辛苦您联系银行修改一下您的网银限额，辛苦您了。,您好，网银限额辛苦您联系银行修改一下，辛苦您了。,1
16066,奥拉星圣光修罗怎么打,奥拉星圣光修罗自我怎么打,1
16067,求猫田米藏的漫画,怪物猎人漫画鬼月,0
16068,孕妇可以吃阿胶膏吗,孕妇可以吃阿胶吗,1
16069,三星平板电脑如何与电脑连接,三星平板电脑如何连接网络,0
16070,学习有什么意义,学习的意义是什么？,1
16071,鱼是什么类型的动物,鸡是什么类型的动物,0
16072,冰封侠哪里可以看,冰封侠在哪里看呢,1
16073,现在做什么行业能赚钱？,现在做什么行业最能赚钱,1
16074,我的世界手机版这个怎么玩,我的世界手机版怎么玩？,1
16075,工资表怎么做？,如何做工资表,1
16076,2012伦敦奥运会闭幕式全程直播,2012伦敦奥运会完整版视频,0
16077,你才是笨蛋，日语怎么说,笨蛋用日语怎么写？,0
16078,人生几何能够得到知己是啥,人生几何能够得到知己,1
16079,求一个你懂得的种子。,求好看的种子，你懂的,0
16080,什么牌子的粉饼好用,什么牌子的粉饼好用？,1
16081,中国一线城市有哪些,中国的一线城市是哪个,1
16082,求情侣头像另一半,找情侣头像另一半,1
16083,为什么玩不了艾尔之光,艾尔之光为什么玩不了,1
16084,安利好做吗？,安利赚钱吗？,1
16085,小米手机怎么刷机？,小米手机怎么刷机啊,1
16086,你喜欢看爸爸去哪儿么？,爸爸去哪儿，你最喜欢谁,0
16087,北极翅是什么？,北极的雪狼吃什么,0
16088,请问您的支付宝账户绑定的手机号码不可以使用了吗？,解绑的手机的话，您绑定的银行卡也是会一起被解绑的，是可以的吗？,0
16089,怎么提高情商？,怎样提高情商？,1
16090,人人账号怎么注销,怎么注销人人账号？,1
16091,权志龙发型叫什么,权志龙的这个发型叫什么该怎么剪,1
16092,扩词是什么意思啊！,扩词是什么意思？,1
16093,什么词语第三个字是同,什么词语第三个字是识,0
16094,刘翔是真摔还是假摔？,刘翔假摔吗？,1
16095,无法操作的页面提示是什么呢,请问您是操作到什么步骤是提示您，抱歉无法操作？,0
16096,嘴唇边缘一圈发黑是什么原因,嘴唇边缘发黑是什么原因,1
16097,求个优酷会员账号,为什么这么多分享迅雷会员账号,0
16098,何以笙箫默是什么啊？,何以笙箫默是啥啊,1
16099,辛苦您填写一下您的身份证后八位的,辛苦您填写一下您的身份证后八位,1
16100,耳朵里面疼怎么回事,耳朵里面疼怎么回事!,1
16101,手机丢了怎么办？能找回来么？,手机丢了，怎么样才能找回来？,1
16102,屌丝是什么意思？,屌丝的新意思是什么,0
16103,做奢侈品代购怎么样,如何做奢侈品代购,1
16104,衣服在网上买便宜吗？,去哪批发衣服最好看最便宜呢？,0
16105,吸毒完了什么感觉,吸毒什么感觉,1
16106,网上在哪里买衣服又好又便宜,网上哪里买衣服最便宜，都来说说,1
16107,最昂贵的稿费-成语,猜成语：最昂贵的稿费,1
16108,辽宁金融职业学院录取情况,辽宁金融职业学院食堂,0
16109,八年级上册地理期末复习题,八年级上册地理期末考试重点,0
16110,如何进入你的百度空间,如何在贴吧进入别人的百度空间？,1
16111,有没有什么小电影网站,有没有什么可以看电影的网站？,0
16112,腿胖穿什么裤子显瘦,腿粗的人穿什么裤子显瘦？,1
16113,杭州有哪里好玩的,杭州还有哪里好玩的,1
16114,厦门有多大，哪里好玩,厦门哪里好玩？,1
16115,华侨大学怎么样？,广西大学怎么样？,0
16116,今天是属什么生肖,今天是属什么生肖的,1
16117,羊水穿刺结果,羊水穿刺的结果,1
16118,摩尔庄园找主人,摩尔庄园找主人哦,1
16119,阐幽护肤品怎么样，有谁用过,阐幽护肤品怎么样？,1
16120,女明星谁的胸最大,女明星里谁的胸最大,1
16121,什么牌子的平板电脑比较好？,平板电脑什么牌子的比较好?,1
16122,最近有什么好听的音乐,最近有啥好听的音乐?,1
16123,麦说话声音小怎么办,天气冷了怎么办,0
16124,红警大战的紫将怎么招,红警大战中的铀怎么赚,0
16125,这出自什么动漫？,出自什么动漫？,1
16126,电脑音响什么牌子的好,电脑音响什么牌子好?,1
16127,福无双至后一句,福无双至下句,1
16128,什么洗发水去屑效果好,什么洗发水去屑效果好啊,1
16129,英雄联盟哪些英雄值得买。,英雄联盟最值得买的英雄,1
16130,大象为什么有那么长的鼻子？,为什么大象的鼻子那么长？,1
16131,我声音不好听怎么练好唱歌,我在KTV唱歌的声音不太好听怎么办,0
16132,节奏大师为什么不能玩了？,节奏大师怎么玩不了了啊？,1
16133,手机如何扩展内存？,如何扩展手机内存,1
16134,这句话把什么比作什么？,用画出文章的比喻句.这句话把什么比作什么,0
16135,男孩姓雷！来个有霸气的名字,姓任的男孩名字既内涵又霸气的,0
16136,现在最流行的网络歌曲是什么？,现在网络什么歌曲最流行？,1
16137,为什么男人晚上睡觉，会想和女人做爱,为什么男人要和女人睡觉,0
16138,九年级语文练习册答案人教版,人教版九年级语文练习册答案,1
16139,水浒传主要写的是什么？,水浒传主要讲的是什么,1
16140,河南省人民医院哪个医生治青春痘好？,河南省人民医院和省中医院二附院哪个好？,0
16141,这个牡蛎怎么吃,牡蛎干怎样吃,0
16142,初二数学，一次函数，谢谢！,初中数学求答案！学霸快来呀！,0
16143,湖南人最喜欢吃什么了？,湖南人都喜欢抽什么烟？,0
16144,怀孕了可以做爱吗？,怀孕还能做爱吗,1
16145,福建产什么茶,福建有什么酒,0
16146,怎样让睫毛变长,如何让睫毛变长？,1
16147,用绳子怎样做手链,怎样用绳子编手链,1
16148,日本人最喜欢吃什么？,日本人最喜欢吃什么,1
16149,怎么升级,贴吧怎么升级啊？,1
16150,万能钥匙下载,万能钥匙在那下载,1
16151,如果您自己查询不到的话，可以电脑端来访，然后截图给我们帮您查询的,麻烦您电脑来访我们支付宝客服。您看可以吗？电脑上您是可以操作提交截图的。,0
16152,哪里有卖赌博游戏机,这种鞋子淘宝哪儿有卖的,0
16153,月经期间可以做头发吗,月经期间可以染头发吗？,0
16154,我的世界这个是什么，好可怕,世界上什么最可怕,0
16155,九朵云马油去痘印效果怎么样,九朵云马油效果怎么样,1
16156,少林寺传奇藏经阁谁和谁好,分手大师里杨幂那的什么手机,0
16157,熬中药的方法,慢跑快走哪个减肥快,0
16158,今年最流行的网络词语是什么！,今年最流行的一个词语是什么呢,0
16159,我女儿可爱吗？,我女儿可爱吧？,1
16160,生核桃怎么吃好吃？,核桃怎么吃才好吃,1
16161,怎么让睾丸变大,如何使自己睾丸变大,1
16162,微信强迫症头像怎么做,微信强迫症头像如何做,1
16163,我想知道一个电视剧的名字,帮我想一个电视剧的名字,0
16164,失恋了看什么电影好,有个电视剧我忘了叫什么,0
16165,这是神车还是死飞,这是神车还是死飞。,1
16166,街头篮球冲点券的问题。,街头篮球点券问题,1
16167,适合演金庸里的什么人物、、,适合演金庸里的什么人物？！,1
16168,是不是每个明星都很有钱,明星是不是都很有钱,1
16169,省略号是什么意思？快！,省略号的意思是什么,1
16170,太原是哪个省,太原在哪个省,1
16171,怎样投诉城管,如何投诉城管,1
16172,什么动物最多,动物什么最多,1
16173,王八是什么？,钓王八用什么钩图,0
16174,如何快速看懂建筑图纸,如何看懂木工装修图纸,0
16175,求百日蔷薇漫画全,有百日蔷薇的漫画么,1
16176,御龙在天上下马人物属性怎么不变啊,仙剑奇侠传二御灵怎么出战,0
16177,请把这几个日文帮我打出来,谁能帮我打出这几个日文！,1
16178,有缘无份是什么意思啊,有缘无份是什么意思,1
16179,办公室的风水问题,办公室风水的问题,1
16180,短腿的反击在哪里可以看,短腿的反击在哪里可以看？,1
16181,天净沙秋的意思是什么,天净沙什么意思,0
16182,您太客气了，这是小二应该做的。,这是小二应该做的，您太客气了,1
16183,怎么样可以增肥？,什么药可以增肥,1
16184,后悔的近义词是什么。,后悔的近义词是什么呢,1
16185,请您提供一个【手机号】，帮您马上反馈,好的，给您添麻烦了请您提供一个【手机号】，帮您马上反馈,0
16186,爸爸去哪儿电影版在哪里能看,斗罗大陆第二部在哪买,0
16187,一个人活着的意义是什么？,人活着的意义到底是什么,1
16188,土豆哪里去挖是什么意思？,土豆什么意思,0
16189,手表表带什么材质的好？,手表什么材质的表带好,1
16190,单位名称是什么,什么单位名称,1
16191,这个表情是什么系列,这个是什么系列的表情,1
16192,赛尔号皮皮咋,赛尔号闪光皮皮资料,0
16193,这种围巾怎么织,这种围巾是哪种。怎么织？,1
16194,周传雄有那些好听的歌？,周传雄有没有什么好听的歌？,1
16195,淘宝怎么宣传自己的店铺？,怎么样宣传自己的淘宝店铺？,1
16196,不是的，目前您的这个问题您可以提供一下账户本人授权的身份证的后8位吗？,请提供您的手机号码的购买商时间和您的本人的身份证号码的后8位及您的姓名。,0
16197,怎样才能去香港那边打工,如果去香港打工,0
16198,那辛苦您把这个发给对方，让他查一下的哦,您可以截图您成功转账的图给您朋友，然后让您朋友联系我们的哦,0
16199,京东商城怎么能货到付款,京东商城能货到付款么,1
16200,淘宝怎么修改退款金额,淘宝退款怎么修改退款金额,1
16201,喝了过期牛奶会怎么样,人喝了过期牛奶会怎么样,1
16202,电锯惊魂哪部最好看?,电锯惊魂系列哪部最血腥,1
16203,中国的手机卡在国外能用吗,在国外可以注销中国手机号吗,0
16204,如何在天涯论坛上发帖,怎样在天涯论坛上发帖,1
16205,重庆的小面哪里最好吃？,重庆哪里的小面好吃？,1
16206,迅雷会员借用,爱奇艺会员共享！谢谢！,0
16207,大自然的奥秘有哪些,因为这就是大自然的奥秘,0
16208,百度钱包在哪里下载,在哪里可以下载到百度影音,0
16209,林俊杰什么时候出新专辑啊,林俊杰的新专辑什么时候出,1
16210,卡卡是哪个队的？,卡卡在哪个队,1
16211,跪求《万有引力变奏曲》漫画,求《万有引力—变奏曲》漫画？,1
16212,鸡吃什么食物,什么叫食物网,0
16213,咸的东西吃多了喝什么最解渴？,吃柿子有好处吗，多吃了会怎么样,0
16214,如何投诉淘宝网,淘宝网被骗怎么投诉,0
16215,qq里收藏的东西能设密码吗,qq收藏里面的东西删除后有没有办法恢复,0
16216,在哪里交话费便宜,哪里交话费便宜,1
16217,广东下过雪吗,广东下过雪么？,1
16218,中国武器最厉害的是什么,中国武器什么最厉害,1
16219,孕妇能吃年鱼吗？,孕妇可以吃忧鱼吗？,0
16220,辛苦您说下具体无法支付的报错,您是参加的什么活动，活动名称提供下，辛苦您了。,0
16221,这个图片出自哪个动漫,这个图片是出自哪个动漫啊,1
16222,卧室刷墙用什么颜色好呢,客厅卧室刷成什么颜色比较好,1
16223,为什么游戏启动不了,游戏启动不了为什么,1
16224,淘宝客现在赚钱吗,淘宝店赚钱吗？,0
16225,这一系列头像叫什么,这个卡通头像叫什么,0
16226,古代皇帝玩妃子动画,古代皇帝玩妃子游戏王,0
16227,西安哪里可以纹身？,西安哪里有刺纹身的？,1
16228,五行缺木。如何取名？,五行缺木如何取名,1
16229,行尸走肉第五季怎么不更新,行尸走肉第五季怎么没更新,1
16230,这个美女的名字叫什么,这个美女叫什么名字,1
16231,在中国哪里可以当雇佣兵,中国哪里在招雇佣兵,1
16232,茄子干怎么晒,茄子柄怎么吃,0
16233,杭州有给模型上漆．喷漆的店吗,杭州有给模型上漆．喷漆的店吗3,1
16234,什么牌子的台式电脑比较好,电脑一般都有什么好牌子的,1
16235,北京交通大学与北京科技大学哪个好,北京交通大学与北京科技大学哪个好啊,1
16236,为什么玩节奏大师总是进不去？,节奏大师为什么进不去,1
16237,怎么获得移动的免费流量,怎么获得免费移动流量,1
16238,这只钢笔是什么牌子的,这钢笔什么牌子的,1
16239,怎么才能变高？,要怎么样才能变高。,1
16240,补水面膜最好用的牌子是什么,什么牌子的补水面膜最好用,1
16241,怎么撸管最爽,男的怎么撸管在最爽,1
16242,解释的近义词是什么？,解释的近义词是什么,1
16243,这个小品什么名字,你这个小品的名字是什么？,1
16244,帮帮忙。根据两面视图，补画第三视图？,"补画第三视图,并画出轴测图。谢谢。",0
16245,如何打开本地摄像头,怎样打开她的摄像头,0
16246,新浪微博安全邮箱怎么回事啊?,忘记新浪微博绑定的邮箱怎么办,0
16247,饱经风霜的饱是什么意思,饱经风霜的饱什么意思？,1
16248,萧瑟是什么意思？,萧瑟是什么意思,1
16249,榨汁机什么牌子好,买什么牌子的榨汁机好了,1
16250,罗马仕的充电宝怎么样,充电宝罗马仕怎么样,1
16251,怎么做像云一样的棉花糖,棉花糖是怎样弄的,1
16252,在哪里可以自己制作图片,什么软件可以自己制作图片,1
16253,过期的牛奶能做什么？,过期的牛奶能喝吗,0
16254,经典的心理学书籍,心理学经典书籍,1
16255,手机怎么设置密保问题,用手机申请的QQ号怎么设密保问题,1
16256,搜狗拼音输入法怎么下载,怎么下载搜狗拼音输入法？,1
16257,神奇宝贝蛋怎么孵,怎么折神奇宝贝,0
16258,哪里可以投真人游戏？,哪里能玩真人游戏注？,1
16259,干葫芦条泡了怎么拌凉菜,干葫芦条怎么放不生虫子,0
16260,人生应该怎么过？,人生应该怎么过，,1
16261,喝了变质的旺仔牛奶,喝了变质牛奶,1
16262,百度百科问题。,百度百科问题,1
16263,大学物理答案,大学物理的答案,1
16264,《爱情是从告白开始的》之吐槽。,爱情是从告白开始的,0
16265,求穿越动漫类小说,求穿越到动漫的小说,0
16266,求好看同人文,求好看的兽人文！,0
16267,百度云怎么使用？用链接看资料,安卓上怎么把磁链转成种子用百度云下载,0
